full_text,Sentiment
"ðŸš¨Because Sheikh Hasina in Bangladesh gave Modi electricity contracts for Adani, Modi gave country's land to Bangladesh, making more than 14 thousand Bangladeshis Indian!

This is what happens to take settlemont! Let the settlement be done by giving utensils in your house! https://t.co/OzrJqaqq4h",N
"â€œAnd, the betrayal continued until Indiaâ€™sÂ protege Sheikh Hasina was installed in authority though a rigged election in December 2008. RAW ensured that she stayed in power by defrauding subsequent elections to continue serving the Indian agenda. A few years back, HasinaÂ publicly",N
"Prime Minister Sheikh Hasina on Saturday made it clearÂ  she won't approve any unnecessary projects which are taken just for the sake of construction without calculating their benefits for the country and its people.
#Bangladesh
https://t.co/eeFx1zWdfO",P
"Not gonna lie, Sheikh Hasina might be the smartest woman in the entire world",P
"In a congratulatory message extended to Sheikh Hasina on her reelection as Bangladeshi prime minister on Thursday, President Xi Jinping underlined Beijing's readiness to carry forward the traditional friendship with Dhaka, advance the high-quality building of the #BeltandRoad and https://t.co/eV9HifXmxL",P
"PM Sheikh Hasina van Bangladesh overleefde 19 (!) moordaanslagen, PM Bhutto van Pakistan werd vermoord, PM Bouden Romdhane uit Tunesie is alweer ontslagen en zowel TourÃ© and Boye PM van Senegal werden gearresteerd maar Emine denkt Bart Nijman de les te moeten lezen.",O
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",O
@IndiaSpeaksPR Bangladesh PM Sheikh Hasina will be representing them,O
"Had the honour of meeting with Bangladesh Prime Minister Sheikh Hasina to discuss ways to enhance bilateral trade relations between India and Bangladesh. Our discussions were incredibly productive, focusing on areas of mutual interests and the shared vision for economic growth. https://t.co/RAlyL5Vknk",P
"Prime Minister Sheikh Hasina has congratulated Labour leader Sir Keir Starmer on becoming the prime minister of Britain

Read more :https://t.co/gekNnTPmNA

Follow us on instagram: https://t.co/hGFtRMA8UF

#sheikhhasina #greetings #SirKeirStarmer #somoytv https://t.co/ELR5KenFmH",O
"'Upset' Bangladesh PM Sheikh Hasina cuts short her China visit 

@Mohammed11Saleh tells you more 

Watch more at https://t.co/AXC5qRuO3J https://t.co/PCjA2VgJPy",N
"Former prime minister of United Kingdom Tony Blair has congratulated Sheikh Hasina for her #reelection as prime minister of Bangladesh.
#Bangladesh #SheikhHasina #newsupdate 
https://t.co/sdE20TVpbh",P
"The #Bangladesh interim governmentâ€™s foreign affairs advisor Mohammed Touhid Hossain, has said that as cases mount against Sheikh Hasina, his country could consider seeking the extradition of the former premier but that would create an â€œembarrassing situation for the Indian https://t.co/dEOe7gWFh0",N
"Organization of Islamic Cooperation (OIC) Secretary-General Hissein Brahim Taha has extended heartfelt congratulations and warmest felicitations on behalf of the OIC and on his own behalf to Sheikh Hasina on her re-election as prime minister.
https://t.co/XwC13ISKMG",P
"à¦«à§‡à¦¬à§à¦°à§à¦¯à¦¼à¦¾à¦°à¦¿à¦° à¦ªà§à¦°à¦¥à¦® à¦¦à¦¿à¦¨à§‡ à¦®à¦¾à¦¸à¦¬à§à¦¯à¦¾à¦ªà§€ â€˜à¦…à¦®à¦° à¦à¦•à§à¦¶à§‡ à¦—à§à¦°à¦¨à§à¦¥à¦®à§‡à¦²à¦¾ à§¨à§¦à§¨à§ªâ€™ à¦¶à§à¦°à§ à¦¹à¦¤à§‡ à¦¯à¦¾à¦šà§à¦›à§‡à¥¤ à§§ à¦«à§‡à¦¬à§à¦°à§à¦¯à¦¼à¦¾à¦°à¦¿ à¦¬à¦¿à¦•à¦¾à¦²à§‡ à¦¬à¦‡à¦®à§‡à¦²à¦¾ à¦‰à¦¦à§à¦¬à§‹à¦§à¦¨ à¦•à¦°à¦¬à§‡à¦¨ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¶à§‡à¦– à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾à¥¤ à¦‰à¦¦à§à¦¬à§‹à¦§à¦¨à§€ à¦…à¦¨à§à¦·à§à¦ à¦¾à¦¨à§‡ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¸à¦®à§à¦ªà§à¦°à¦¤à¦¿ à¦˜à§‹à¦·à¦¿à¦¤ à¦¬à¦¾à¦‚à¦²à¦¾ à¦à¦•à¦¾à¦¡à§‡à¦®à¦¿ à¦¸à¦¾à¦¹à¦¿à¦¤à§à¦¯ à¦ªà§à¦°à¦¸à§à¦•à¦¾à¦° à§¨à§©-à¦à¦° à¦¬à¦¿à¦œà¦¯à¦¼à§€à¦¦à§‡à¦° à¦¹à¦¾à¦¤à§‡ à¦ªà§à¦°à¦¸à§à¦•à¦¾à¦° à¦¤à§à¦²à§‡ à¦¦à§‡à¦¬à§‡à¦¨à¥¤
#à¦¶à§‡à¦–à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾ https://t.co/VAzdDwJz3B",O
"Prime Minister Sheikh Hasina today called upon the international community to take measures toÂ repatriate RohingyasÂ to their homeland of Myanmar and ensure their dignified lives there.

https://t.co/B5K1k6wTpd",P
President of Women Political Leaders (WPL) Silvana Koch-Mehrin paid a call on Bangladesh Prime Minister Sheikh Hasina today prior to the Munich Security Conference. https://t.co/6TdnA97wYo,O
"Prime Minister Sheikh Hasina has inaugurated ""Bangabandhu App"" that featured life sketch of Father of the Nation #Bangabandhu Sheikh Mujibur Rahman and #Bangladesh's history. https://t.co/SSbqeEqFx3",
"No shortage of commodities
during Ramadan: PM Sheikh Hasina
-----------
Prime Minister Sheikh Hasina today assured the countrymen that there will be no shortage of essential commodities during the upcoming Holy Month of Ramadan. https://t.co/Tyc7bSPjwy",P
"âœï¸ BangladeÅŸli gazeteci Imtiaz Ahmed, Harici iÃ§in yazdÄ±:

ðŸ‡§ðŸ‡© BangladeÅŸ, 7 Ocak Pazar gÃ¼nÃ¼ seÃ§imlere gidiyor

âŒ Ana muhalefetteki BangladeÅŸ MilliyetÃ§i Partisi (BNP) ile bazÄ± sol ve saÄŸ Ä°slami partiler seÃ§imleri boykot ediyor

ðŸ—³ï¸ BaÅŸbakan Sheikh Hasina ise 'sandÄ±klara sahip Ã§Ä±kÄ±n' https://t.co/0ss3zq1IwZ",O
ðŸ‡§ðŸ‡© The US and China are united that they want Sheikh Hasina out. The Bangladesh voter may have other ideas https://t.co/Z50VWX1PYc,N
"â€¢  Admitted to Sheikh Hasina burn institute
â€¢  Fire service on spot

#Gazipur  #Explosion  #Injured #DhakaTribune

https://t.co/MVj90UCZAq",N
#SheikhHasina has felt the heat of the #IndiaOut #BoycottIndia and #BoycottIndianProducts movement. This movement is transforming into a revolution. Sheikh Hasina and BAL are the products of India. India is our number one enemy.,N
"Prime Minister Sheikh Hasina on Wednesday once again questioned Ziaur Rahmanâ€™s loyalty during the 1971 Liberation War of Bangladesh.
#Bangladesh 
https://t.co/0WC582ek7l",N
"Read more: https://t.co/LZleUVe2YF
Prime Minister Sheikh Hasina reaffirmed her commitment to forge forward with the vision of prosperity and build a Smart Bangladesh on the occasion of Independence Day
#SheikhHasina #independanceday #TBSNews https://t.co/cxqy0PcQMC",P
Bangladesh under Sheikh Hasina.,O
"Prime Minister Sheikh Hasina on Wednesday paid tribute to Father of the Nation Bangabandhu Sheikh Mujibur Rahman on the occasion of the historic Mujibnagar Day.
#Bangladesh2024 #Bangladesh 
https://t.co/hFPqlf99dz",O
HPM Sheikh Hasina for building hunger-poverty free prosperous 'Sonar Bangla' | News | Bangladesh Sangbad Sangstha (BSS) https://t.co/kLsTxf0sS6,P
"Prime Minister Sheikh Hasina today inaugurated construction of the 10-storey Bangabazar Nagar Wholesale Market.
#Bangladesh 
https://t.co/kta1S3poZu",O
Sheikh Hasina is ready to give everything. All her Indian friends need is to submit a list of demands. https://t.co/DORoaD3VR1,N
"PM Modi and Sheikh Hasina Forge Stronger Ties in #Defence , #Connectivity , and #Commerce https://t.co/oCFJRkJXbY 

@banglanews24com @ihcdhaka @bangladeshinews #Banglanews",P
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"PM Narendra Modi with Bangladeshi Prime Minister Sheikh Hasina at Hadrabad House' in New Delhi,Â  on SaturdayÂ  June.21, 2024 By Qamar Sibtain @BJP4Delhi @BJP4India @myogiadityanath 
@yogi https://t.co/CHsI001MhZ",O
"[@[full_text]] I dunno, but if I had to start, basically everyone who had the harebrained idea to jeopardize Sheikh Hasinaâ€™s position, which makes zero geopolitical sense, and only really makes sense if you are actually an Islamist,[@Sentiment]N",N
"Bangladesh's Minister sheds light on the historic boost in trade ties between India and Bangladesh following Prime Minister Sheikh Hasina's landmark visit to India. Full Interview Inside, #WATCH via link ðŸ”— ; ðŸ‘‡ðŸ»https://t.co/lu8t6LSKas #Bangladesh #trade #India 
#ROADTOSTATEHOUSE https://t.co/KXf80GMfCY",P
"Why do all these so-called motivational people of Bangladesh remain silent on all important issues related to the youth?

Because they all were created by Sheikh Hasina's party and media - for their own needs. We should never forget that. https://t.co/RRpbcqqdfD",N
"At the invitation of Premier Li Qiang of the State Council, Prime Minister Sheikh Hasina of the People's Republic of #Bangladesh will pay an official visit to China from July 8 to 10: Chinese Foreign Ministry https://t.co/lZkbZ8qAs6",O
"Prime Minister Sheikh Hasina has inaugurated â€˜Bangabandhu Cornerâ€™ at Gimadanga Tungipara Model Govt Primary School.

Read more : https://t.co/bBEDLI1Jqw

Follow us on instagram: https://t.co/hGFtRMA8UF

#NationalNews #PMHasina #Tungipara #somoytv https://t.co/LqZgFY41NW",O
"Prime Minister Sheikh Hasina has underscored that the young generation will be the architects of Smart Bangladesh, urging them...

Read more : https://t.co/HR3bTbyRIp

Follow us on instagram: https://t.co/hGFtRMA8UF

#NationalNews #PMHasina #SmartBangladesh #somoytv https://t.co/igvcrbAIy7",P
.@anandkmrai spoke on â€œSheikh Hasinaâ€™s Visit to India and India-Bangladesh Relationsâ€ at the Monday Morning Meeting. The meeting was chaired by @omsdas2006 . Director General @SujanChinoy and @IDSAIndia scholars participated in the discussion. https://t.co/bHhxfqN4aH,O
"Setback to Xi's China? Bangladesh PM Sheikh Hasina cuts short Beijing visit

https://t.co/GjR6rh9Jzp",N
"I have not spoken to my mother for three days, I strongly condemn the government of Bangladesh, Sheikh Hasina

#BangladeshBleeding 
#StarLinkforBangladesh #Save_Bangladeshi_students #StudentsUnderAttack #QuotaReform #StepDownHasina https://t.co/QnRXugZAjx",N
"Malaysian PM greets Sheikh Hasina on re-election
#malaysianpm #SheikhHasina #election 
https://t.co/JuyQMIsAcB",P
"@HALCON_5059 Unbelievable!!! Here, we are trying to protect the Hindus from Tytant Sheikh Hasina people by guarding their homes and mandirs. But they are destroying the mosques and hurting Muslims 

#AllEyesOnIndianMuslims",N
"@TheDavidBergman There's a saying in the U.S. that ""Money is the mother's milk of politics.""   The students have a groundswell of popular support and credibility because of their leading role in unseating Sheikh Hasina.   As you note, they do not yet have a coherent ideological basis for their",N
"Raja Babu has learnt his lessons frm the fate Sheikh Hasina ji met recently. 
Enemies of S Hasina hv inadvertently impacted Raja Babu too. 
@aayeff1 @ushrit2020 @RajBhads90 @darab_farooqui @Duneemperorpaul @MabrinB @Jasonphilip8 @JayashankarKV @prakashpandey70 @CBhoomia @pbedi .",N
"As Prime Minister Sheikh Hasina begins her 4th term in office, we urge #Bangladesh to ensure an environment that allows the free exercise of fundamental rights. Impunity for torture, extrajudicial killings &amp; enforced disappearances of critics must end!
ðŸ”— https://t.co/vRTQaVgHZM https://t.co/ITtfri62Z9",N
"Sheikh Hasina's meeting with Ukraine's president is part of an attempt to keep Western countries from focusing on Bangladesh's slide toward autocracy.
 https://t.co/QLQTUNsSz9",N
"Prime Minister Sheikh Hasina today said there will be no shortage of any commodities in the market during the upcoming month of Ramadan.
#Bangladesh #PrimeMInister #SheikhHasina #NewsUpdates
https://t.co/c00q59aqdU",P
"Prime Minister #Sheikh #Hasina yesterday called upon the country's doctors to devote more time to #medical #research and shun the mentality of earning money through private practice.

#medicalcare #Bangladesh 

https://t.co/kENTiJjJVb",P
"https://t.co/ZRlJrT5dd0
Boycott India &amp; it's Product Campaign intensify in Bangladesh, Sheikh Hasina Intervenes

Subscribe channel pl
@AnumaVidisha @PRAKASH86850118 @NitinSatya6 @aapsur @DrRakeshPathak7 @Pramodtiwari225 @BhavikaKapoor5 @Rajshrii4567 @billkkoul @FehmiAslam",N
"https://t.co/xZOsN9bNlJ
Boycott India &amp; it's Product Campaign intensify in Bangladesh, Sheikh Hasina Intervenes

Subscribe channel pl
@AnumaVidisha @PRAKASH86850118 @NitinSatya6 @aapsur @DrRakeshPathak7 @Pramodtiwari225 @BhavikaKapoor5 @Rajshrii4567 @billkkoul @FehmiAslam",N
"This article is full of the lies &amp; propaganda typical of Indian media. 

The BNP did not start the #BoycottIndianProducts movement, nor does it show any substantial support. Sadly, it is clearly also a party which idolizes India. 

Sheikh Hasinaâ€™s lies wonâ€™t change the facts. It",N
"Many Bangladeshis are boycotting Indian products as part of an ""India Out"" campaign launched by an activist on social media after Prime Minister Sheikh Hasina was returned to power for a fourth consecutive term in a one-sided election. https://t.co/MOFxiS9PtO",N
"#VantageOnFirstpost: India's foreign secretary travelled to Dhaka for a two-day trip, the first by an Indian official since Sheikh Hasina's re-election. The visit comes amid multiple moves by China, aimed at securing a strategic foothold in Dhaka. @Palkisu tells you more. https://t.co/pKDLH7ZI6r",O
"India is our trusted friend, says Sheikh Hasina, Prime Minister of Bangladesh. Just before she recorded a landslide victory in Bangladeshâ€™s 2024 elections, Hasina said she remembered Indiaâ€™s support in the 1971 liberation war. 

Mainly to India 1971â€™s Liberation War marked a https://t.co/4UKZAVyTbG",O
"ðŸ‡§ðŸ‡© Sheikh Hasina and her Awami League have created a culture of fear and self-censorship, amplified #transnationalrepression, and systemically targeted civil society.

FHâ€™s Naila Rafique outlines how Bangladesh can move forward amid these challenges.
https://t.co/a4oAPwuld6",N
"Prime Minister Sheikh Hasina today called upon the countrymen to make a ""Green Bangladesh"" by planting trees in large numbers
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/Qz7MeOWWYH",P
"#BreakingNews | Bangladesh PM Sheikh Hasina to arrive in India next week on 2-day visit

News18's @siddhantvm shares details

@SakshiLitoriya_ | #India #Bangladesh #ShiekhHasina https://t.co/BUgFlaGH2N",O
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"This is how govt employees and Awami League members chant slogans in praise of dictator Sheikh Hasina in Bangladesh. 

Although many of them dislike Sheikh Hasina, it is mandatory to praise her. https://t.co/R83P4YxHAc",N
"Prime Minister Sheikh Hasina will go to Gopalganj on Friday (July 5) for a two-day personal visit.

Read more : https://t.co/NdIM9lyrPp

Follow us on instagram: https://t.co/hGFtRMA8UF

#NationalNews #PMHasina #Gopalganj #somoytv https://t.co/Piy4icIGZW",O
"At the invitation of Premier Li Qiang of the State Council, Prime Minister Sheikh Hasina of the People's Republic of Bangladesh will pay an official visit to China from July 8 to 10.

https://t.co/J3xV60d6T3",O
"India and Bangladesh: 
Strengthening old ties and exploring new horizons. PM Sheikh Hasina's visit to India marks a milestone in economic, defense, energy, and connectivity partnerships. #NewIndiaSamachar

ðŸ“Žhttps://t.co/76OSSZNSB6 https://t.co/5dFxOHxdjU",P
8/ The curfew appears to be more of a political decision enacted by Prime Minister Sheikh Hasina after meeting with leaders of 13 allied parties on Friday night. The military appears to do little to enforce the curfew.,N
"Dictator Sheikh Hasina has completely shut down the internet connection and activated killing mission by joint operation of Bangladesh Chatraleague, and Police. The world leaders need to come forward and save the Bangladeshi students.
#SaveBangladeshiStudents https://t.co/QwUSqJezmR",N
"So, when you say that the election results in BD were not credible, free, or fair, does this imply that the US will not recognise Prime Minister Sheikh Hasina's fourth straight term?""In reply, US State Department Spokesperson Matthew Miller said, ""No, no."" https://t.co/u19rPo9qBf",N
"Prime Minister Sheikh Hasina today issued a warning against entertaining any sort of corruption and irregularities in any public sector, including public procurement.
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/z9rD4W8HKp",P
"#Bangladesh civil war breaks out across country after government's Police and Army failed to quell mass protest demanding the resignation of Prime minister Sheikh Hasina. Video from Sylhet, August 02, 2024 https://t.co/V0RZ8dflj4",N
"Protestas de los estudiantes en #BangladÃ©sðŸ‡§ðŸ‡©exigieron la dimisiÃ³n de la primera ministra Sheikh Hasina y rechazaron la oferta de diÃ¡logo de la mandataria, a quien culpan de las muertes de las casi 200 personas en las manifestaciones del pasado mes de #JUL
https://t.co/A2kSUtkimn",O
"Bangladesh chief justice, five other judges resign after protests and fall of Sheikh Hasinaâ€™s regime https://t.co/6xmhPN86MX",N
@ashoswai According to the laws of Bangladesh dual citizens cannot be a judge or justice. Shamsuddin Manik became justice through the ugly nepotism of Sheikh Hasina. She made Manik justice to serve her very own interests. He is a thug at best.,N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
Honarable PM of Bangladesh Sheikh Hasina meets President of Ukraine Volodymyr Zelensky on Munich Security Conference in Germany. https://t.co/tNlDK41H6h,O
"Though there are many international bodies, they often fail to deliver in the time of crisis, said Prime Minister Sheikh Hasina...
#Bangladesh #Politics 
https://t.co/m1nbpXQBJX",O
"The fire at Bailey Road. 

Sheikh Hasina regime, under the rule of RAW India calls this â€œdevelopmentâ€. 

There are no safety or security  systems in place in any structure in the country due to corruption &amp; bribery. 

#Bangladesh https://t.co/zp7s2L9YeA",N
"ðŸ”¥âš ï¸ðŸš¨Miembros del Partido Nacionalista de Bangladesh marcharon por las calles de Dhaka en oposiciÃ³n a las elecciones generales del domingo.
El BNP pide un boicot electoral y afirma que la primera ministra Sheikh Hasina estÃ¡ liderando
una votaciÃ³n falsa 
 https://t.co/9XaROzfoHA",O
"As Bangladesh votes next week, a relook at how its relations with Bharat have fared under Sheikh Hasina
https://t.co/DoMlWJZP8x",O
"ðŸ‡§ðŸ‡© BangladeÅŸ 7 Ocak'ta sandÄ±k baÅŸÄ±na gidecek

âŒ ABD ve Hindistan anlaÅŸmazlÄ±k yaÅŸÄ±yor

ðŸ‡®ðŸ‡³ Hindistan, mevcut BaÅŸbakan Sheikh Hasina'nÄ±n yeniden seÃ§ilmesini istiyor

ðŸ‡ºðŸ‡¸ Washington ise Hasina hÃ¼kÃ¼meti ile gerilim yaÅŸÄ±yor ve muhalefete destek veriyor

âš ï¸ Yeni Delhi, Washingtonâ€™Ä± https://t.co/kr5KYsaPmi",O
"Le Premier ministre du Bangladesh appelle les pays musulmans Ã  introduire une monnaie commune

La PremiÃ¨re ministre bangladaise Sheikh Hasina a proposÃ© que les pays du G8 introduisent une monnaie commune similaire Ã  l'euro pour accroÃ®tre les Ã©changes mutuels.
Ce serait trÃ¨s bien https://t.co/6m3EJy5NME",O
"Bangladesh Prime Minister calls on Muslim countries to introduce common currency

Bangladeshi Prime Minister Sheikh Hasina has proposed that the G8 countries introduce a common currency similar to the euro to increase mutual trade.
 It would be very good if we Muslim countries https://t.co/OB3E3HaiDW",P
.@Sumitp191 (Sumit Peer) #Live at 8 PM IST Udayanidhi remarks on Sanatana Dharma perverse: Madras HC â€¢ Sheikh Hasina's Islamic CurrencyÂ https://t.co/OVeDCoiWmM #SanatanaDharma #UdayanidhiStalin #ARaja #DMK,O
"Prime Minister #Sheikh #Hasina yesterday stressed the need for diversifying #jute products based on the demand of international market to unlock #export potential.

#politics #Bangladesh 

https://t.co/Qsy2IICb3K",P
"This Really Would Be An Awkward  Meeting I Guess ðŸ˜€ 

Regional Director Of WHO ( Southasia)  Dr Saima In A Official Meeting Meets PM Of Bangladesh Sheikh Hasina, Who Is Her Mother Who She Meets Everyday At Home ðŸ˜€

Their Laugh Also Tells The Story.

Anyway A Good Moment",P
"'Sheikh Hasina battling India Out campaign with Indian saree. But has she made it worse?'

Monideepa Banerjie @Monideepa62, senior journalist, writes

#ThePrintOpinion

https://t.co/S9ENKQdZvm",N
"Which CLOWN keeps poking HIS PINOCCHIO NOSE in other countries 'internal matters' all the time ?? 

Ans: ILLITERATE NARCISIST FENKU.

Remember 'Abki Baar Trump Sarkar' ?

""Despite Being a woman ..' Sheikh Hasina?

@AamAadmiParty

https://t.co/ViyuDQ46zC https://t.co/4LnGSqOtZ3",N
"@sanjoychakra @ajaychauhan41 Bangladesh is behaving little bit so long as sheikh Hasina is there and thy r getting lots of benefits from us. Day is not far when it will be another Pakistan. Also Deep State, China are deep inside the nation to overturn it any day .",N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"Read more: https://t.co/9EheNUgwxb

Prime Minister Sheikh Hasina today morning received treatment at the National Institute of Ophthalmology and Hospital in the city's Sher-e-Bangla Nagar.

#Treatment #nationalinstituteofophthalmology #eyetreatment #TBSNews https://t.co/XJdxsvlztY",O
"#EXCLUSIVE | Bangladesh PM Sheikh Hasina is expected to visit India in July after a new govt is sworn in, to apprise New Delhi of her next trip to Beijing as part of efforts to â€˜maintain strategic balanceâ€™.

Click on the ðŸ”— to read @NayanimaBasu's full report https://t.co/Bk2v4PdGtN",O
"Bangladeshi Prime Minister Sheikh Hasina sworn in for a fifth term after a landslide victory in an election boycotted by the opposition.

https://t.co/LFtaNyFqij

#SheikhHasina #Bangladesh #Hasina https://t.co/PPKeJZ5itJ",N
"Sheikh Hasina was on Thursday sworn in as the prime minister of Bangladesh for the fifth term, days after her Awami League won an overwhelming majority in the general elections boycotted by the main opposition BNP and its allies.
https://t.co/az3fUOkeBS",N
"Bangladesh Elections: Trouble Lurks Beneath Sheikh Hasina's 'Victory'
https://t.co/pnR69hx5C9",N
Russian leader Putin congratulates Bangladesh PM Sheikh Hasina https://t.co/qFzJXuCnc3,P
"@Crisis_Director sheikh hasina is  literally crypto hindoo, basherkella told me",N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"The chinese minister will meet President Mohammed Shahabuddin, Prime Minister Sheikh Hasina and Foreign Minister Hasan Mahmud, said the official.
#bangladesh
https://t.co/ltFomYLCWi",O
"DD India Live || Headlines

ðŸŸ India's PM Modi holds bilateral talks with his Bangladeshi counterpart Sheikh Hasina in New Delhi 

ðŸŸ India's Finance Minister Sitharaman chairs 53rd GST Council meet in New Delhi 

ðŸŸ Tension escalates between Israel and Lebanon's Hezbollah https://t.co/i4xW2nBx5w",O
"PM Modi: PM Narendra Modi after bilateral meeting with Sheikh Hasina: 'Focus on connectivity, commerce, collaboration' ?

https://t.co/5PN50BqyRj

#PMModi #PMNarendraModi #SheikhHasina #politics #PoliticalNews #WorldWideNews #dailynewsupdate
#newsupdatetoday https://t.co/EmjB6Kb3zY",P
"Millions$ worth marriage celebration of Bangladeshi coupleâš ï¸ðŸ‡§ðŸ‡©

Bridegroom is son of salman F Rahman, advisor to Bangladesh PM Sheikh HasinaðŸ”»ðŸ”»âš ï¸âš ï¸

(Nb: these money were looted and laundered illegally. With assistance of indian govt and giant Corporations like @gautam_adani",O
CNS Adm Dinesh K Tripathi called on Bangladesh PM Sheikh Hasina on July 2 during his official during trip to the country. https://t.co/cny9UOFnYO,O
"QUESTION: So, when you say that the election results in Bangladesh were not credible, free, or fair, does this imply that the U.S. will not recognize Prime Minister Sheikh Hasinaâ€™s fourth straight term?

MR MILLER: No, no

ðŸ¤” But H.E said other day US wants work on certain areas! https://t.co/VPzoWHVTZj",N
"#BangladeshElections2024 Ensured 'Democracy and Right To Vote': PM Sheikh Hasina

https://t.co/anQCiI6rgS",P
Bangladeshi prime minister Sheikh Hasina has been secretly cooperating with Iran to develop military capabilities. It is time to hold staunch Iran ally Bangladeshi government accountable. Put sanction on Bangladesh ruling party. https://t.co/0EPu8T4nbH,N
"Hon'ble Prime Minister of Malaysia, H.E. Mr. Anwar Ibrahim has congratulated Hon'ble Prime Minister of Bangladesh, H.E. Sheikh Hasina on her re-election as the Prime Minister of Bangladesh. 

Long live Bangladesh-Malaysia friendship ! ðŸ‡§ðŸ‡©ðŸ‡²ðŸ‡¾ https://t.co/mEPsMzTTUp",P
"Sheikh Hasinaâ€™s visit to the vandalised metro station in Dhaka and her violent rhetoric against the so-called mayhem in government establishments across Bangladesh, stands in sharp contrast to her neglect of hospitals and disrespect to families who have lost their beloved https://t.co/oACJjNnjNN",N
The torture chambers of Sheikh Hasina in Bangladesh. She should be brought to justice.  https://t.co/BAe4yh7nsP,N
"Bangladesh could ask for Sheikh Hasina's return from India as cases mount: Adviser

https://t.co/cfNPijjskO https://t.co/vhjKpK9GOF",P
"PM Sheikh Hasina Woos British Investors with Exclusive Zone!

Current Progress of Economic Zones:
â€¢ South Asia's Largest Economic Zone
â€¢ Total Area: 33,500 acres
â€¢ BEZA is actively managing 17,000 acres

Strategic Progress:
â€¢ 97 zones sanctioned
â€¢ 10 completed and
â€¢ 29 more https://t.co/LTnykd1XOG",P
The Coalition for Human Rights &amp; Democracy in #Bangladesh (CHRD Bangladesh) continues to express great concerns at the continuing deterioration of democracy and human rights in Bangladesh ever since Sheikh Hasina illegally usurped power in 2009 and continued to stay in authority,N
"Prime Minister Sheikh Hasina today stressed the need for expanding business between Bangladesh and India using their own currencies
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/3r8A0jF7le",P
"More than seven fresh faces are likely to join the existing cabinet led by Prime Minister Sheikh Hasina.
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/wcoxqYz7sV",O
"Speaking on a panel hosted by @GoldInstituteIS on #BangladeshElections, Syed Raza [Editor in Chief - Global TV Bangladesh] highlights Bangladesh's 'Chindia' policy, emphasizing balanced relations with China &amp; India. PM Sheikh Hasina prioritizes economic partnership with China https://t.co/uuqEGEG5Sn",O
"â€œSheikhÂ Hasina will owe Modi for the favour &amp; when Delhi pushes through the rules for the 2019 Citizenship Amendment Act, as it intends to do v soon, Dhaka wonâ€™t be able to say muchâ€

Only takeaway from an article that paints Hasina &amp; NM as fascist bros

https://t.co/2VydBG25Ys https://t.co/plPdHqSSCs",O
