full_text,Sentiment
Sheikh Hasina is not better than #netanyahu .. She's w0rse..  terr0rising H!ndus,
HPM ðŸ‡§ðŸ‡© Sheikh Hasina Famous Leader Moslim in the world and Challenging Leader ðŸŒOf the world https://t.co/RMeH7awURu,
@ElonMuskVines Honourable Prime Minister Sheikh Hasina,
@ElonMuskVines Sheikh Hasina From Bangladesh ðŸ‡§ðŸ‡©,
@ElonMuskVines Bangali Sheikh Hasina Wajid,
@MyQuestion17 @RT_India_news The majority of Hindu communities vote for sheikh Hasina and Awami League. Bangladeshi people focus on development not in ridiculous religious issues.,
@MyQuestion17 @RT_India_news Please don't spread your hateness in our country. Keep hindi-muslim dramas in your own country. We have no such issues and living happily. Sheikh Hasina is known for secularism. And radical political perties don't like her. So relax. Joy Bangla.â¤ï¸,
"As Sheikh Hasina reaches India to attend Narendra Modiâ€™s swearing-in ceremony, read why BJPâ€™s re-election is good for India-Bangladesh relations https://t.co/6hbF2Q468w via @OpIndia_com",
@BhaiiSamrat Yah Jo Sheikh Hasina Bangladesh ki pradhanmantri kal Shapath vidhi samarambh ke liye a rahi hai kya usko puchna nahin chahie Bangladesh mein hinduon ke sath Jo atyachar hote hain usko rokati kyon nahin?,
"https://t.co/EnBME0gTus

Prime Minister Sheikh Hasina extended her congratulations to the Bangladesh cricket team for their victory against Sri Lanka in their first T20 World Cup match.",
"https://t.co/SRSBFl3ebl

Prime Minister Sheikh Hasina extended her congratulations to the Bangladesh cricket team for their victory against Sri Lanka in their first T20 World Cup match.",
"https://t.co/uA5rZGrm6T

Prime Minister Sheikh Hasina supported the budgetary provision for legalising black money saying that it should be brought to the legal network first.",
"https://t.co/AkDbLhx3MJ

Prime Minister Sheikh Hasina  paid tribute to Father of the Nation Bangabandhu Sheikh Mujibur Rahman on the occasion of the historic six-point day.",
"ðŸ”ŠðŸ“¸ðŸ“¸ BNS Sheikh HasinaÂ is a new naval base that has been developed for theÂ Bangladesh Navy. This is the first ever full-fledgedÂ submarine baseÂ of Bangladesh Navy. 

#Bangladesh
#SouthAsia
#China
#India https://t.co/0mQA9PFbwc",
"Bangladesh PM Sheikh Hasina leads the dignitaries arriving in Delhi for PM Modi's swearing-in. 

Read more on https://t.co/oRaP5ODMdH

#SheikhHasina #ModiSwearingIn #Bangladesh #NeighbourhoodFirst https://t.co/fFLW05Ug09",
"Online criminal training center in BANGLADESH. 
Teachers are very intelligent and mafia leaders. 
Awamilege THUGS and BANGLADESHI police are tougher teaching,
100% guaranteed, you will be a good criminal and terrorist. 
Advertis from crime minister sheikh hasina. https://t.co/8Wp8jHi0Cf",
But Sheikh Hasina has already arrived no ?,
"International leaders who have confirmed their attendance for swearing-in ceremony of Narendra Modi. 

President of Sri Lanka, Ranil Wickremesinghe
 President of Maldives, Dr Mohamed Muizzu
 Vice-President of Seychelles,  Ahmed Afif
 Prime Minister of Bangladesh, Sheikh Hasina https://t.co/hCHlEkV6Kt",
"#Bharat 
PM Modiâ€™s oath taking ceremony
#PMModi #BJP #NDA happy family
From Sheikh Hasina to Maldives Prez, these leaders will attend PM Modiâ€™s... https://t.co/fxdlBa53Mk via @YouTube",
@roncette__r Excuse-moi Sheikh Hasina. https://t.co/pLVS4RVYwu,
"Bangladesh PM Sheikh Hasina arrives at Delhi airport. She will be attending the swearing-in ceremony of Prime Minister Narendra Modi and Council of Ministers, scheduled to be held tomorrow. https://t.co/mZbmdiTTxH",
"Bangladesh Prime Minister Sheikh Hasinaâ€™s recent statement that a Western power is conspiring to create a Christian state similar to East Timor in this region ought to be taken seriously.

2/4",
"PM Sheikh Hasina in Delhi to attend Narendra Modiâ€™s oath-taking ceremony

@BJP4India @albd1971

https://t.co/rJcF5EXsmI",
Bangladesh Prime Minister Sheikh Hasina arrived in New Delhi to attend the swearing-in ceremony of PM Modi ji's https://t.co/mDbi6K053R,
@Sachi_Mufc @ANI SHEIKH HASINA TO BECOME PRIME MINISTER OF BENGAL,
"@mr_mayank Two traitors and anti-humanity.With him is Bangladesh's vote-stealer Prime Minister Sheikh Hasina. In this state of the country, 4000 crores have been sent to the BJP to win the elections",
"#Watch: PM Sheikh Hasina arrives in India to attend PM Modiâ€™s oath-taking ceremony

#SheikhHasina #PMModi #NarendraModi #loksabhaelctionresult #ElectionsResults #LokSabhaResult https://t.co/d9oFPuOxG2",
"@joy_yeasin #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"#Bangladesh PM Sheikh Hasina arrives in India to attend Swearing in ceremony of PM @narendramodi
Secretary Muktesh Pardeshi welcomed Prime Minister Hasina at the airport
#Modisarkar #VNL2024

Read full News - 
https://t.co/3aITAMGxkp",
"The arrival of distinguished guests for Prime Minister Narendra Modiâ€™s swearing-in ceremony has begun with Bangladesh Prime Minister Sheikh Hasina landing in the national capital on Saturday.
Secretary (CPV &amp; OIA), Muktesh Pardeshi received Prime Minister Hasina at the airport. https://t.co/jx2kYxui5E",
"#Bangladesh PM Sheikh Hasina arrived in New Delhi on Saturday, ahead of PM @narendramodi's swearing-in ceremony . https://t.co/zsu6X1nYIT",
"Sheikh Hasina became the Prime Minister for the fourth time with the blessings of America due to bullying.  The surprising thing is that America, which was pretending to protect democracy, recognized the government elected in that election.",
"Bangladesh PM Sheikh Hasina arrives in India to attend PM Modi's swearing-in ceremony

Prime Minister Modi is poised for his third consecutive term inauguration on June 9, alongside his council of ministers. Bangladesh Prime Minister Sheikh Hasina's arrival in New Delhi marks the https://t.co/lEBFNLssBy",
"Bangladeshi PM Sheikh Hasina receives ceremonial welcome in Delhi; came to attend swearing-in ceremony of Narendra Modi https://t.co/fS2GdYrqFz 

#bangladesh #pm #delhi #dainiksavera https://t.co/vXROTtdIxr",
"Bangladesh PM Sheikh Hasina lands in India for PM Modi's swearing-in ceremony, marking a significant diplomatic gesture. Her presence underscores the strong ties between the two nations and signifies mutual respect and cooperation. #IndiaBangladeshRelations #PMModiSwearingIn https://t.co/SiejIRA1y3",
"Bangladesh PM Sheikh Hasina lands in India for PM Modi's swearing-in ceremony, marking a significant diplomatic gesture. Her presence underscores the strong ties between the two nations and signifies mutual respect and cooperation. #IndiaBangladeshRelations #PMModiSwearingIn https://t.co/XZIQ3xPxrQ",
"Bangladesh Prime Minister Sheikh Hasina arrived in Delhi to participate in the swearing-in ceremony of Prime Minister Modi.

#NarendraModi #PMModi #SheikhHasina #BJP #Delhi #Tupaki https://t.co/faDR1MhYXe",
@YumnamStephen @ITLFMedia_Cell Bangladesh's Prime Minister Sheikh Hasina has accused the United States of plotting to create a Christian state in parts of Myanmar.,
"Bangladesh Prime Minister Sheikh Hasina witness the performance on her arrival at the airport to attend Prime Minister Designate Narendra  Modi's swearing-in ceremony which is scheduled to be held on June 9, in  New Delhi on Saturday.

#NewsUpdate #HimalayanMail https://t.co/8ljTTGVIcy",
Bangladesh PM Sheikh Hasina arrives to attend PM Modiâ€™s swearing-in ceremony https://t.co/HColuUKg2s #SheikhHasina #attend #NarendraModiji #swearing_in #ceremony,
"Bangladesh PM Sheikh Hasina arrives for PM Modi's swearing-in ceremony  https://t.co/6d0Vwh3TCP

#Bangladesh #PM #SheikhHasina #PMModi #NewDelhi #Sunday #Swearinginceremony #YesPunjab https://t.co/7jibSnfcX4",
Bangladesh Prime Minister Sheikh Hasina reached New Delhi to attend PM Modi's swearing-in ceremony.,
"1)Maharashtra govt alleges injustice to state students in NEET exam results; seeks its cancellation.
2)Kharge:
https://t.co/DJ8ugf1qyz
3)Bangladesh PM Sheikh Hasina arrives to attend PM Modi's swearing-in ceremony.",
"PM Sheikh Hasina of Bangladesh arrived in New Delhi for the swearing-in ceremony of Prime Minister and Council of Ministers. 

She was received by Secy (CPV &amp; OIA) @mukteshpardeshi. https://t.co/83bI9HEhiO",
"Bangladesh PM Sheikh Hasina arrives to attend PM Modi's swearing-in ceremony
https://t.co/JTbXzOX5zu https://t.co/MwQTYlSikn",
"#BangladeshPM Sheikh Hasina arrives in Delhi for #PMModi's swearing-in ceremony
https://t.co/TEkSB9f5kb",
"@ImPulkitAg30 @p_nikumar @MeghUpdates Sheikh Hasina and modi enjoy strong personal friendship, and this is just a signal that they are sticking together",
"Bangladesh Prime Minister Sheikh Hasina reached New Delhi. Will take part in the swearing-in ceremony of Prime Minister Narendra Modi on June 9

#SheikhHasina #OathCeremony #BangladeshPM #NarendraModi #Modi https://t.co/yrEBR4yLJH",
Hon'ble Prime Minister Sheikh Hasina arrived in Delhi. Indian Ministry of External Affairs Secretary (CPV &amp; OIA) Muktesh Pardesi welcomed at the airport. https://t.co/kIT0WLXnRO,
@Locati0ns Where is Modi &amp; Sheikh Hasina?,
"Modi 3.0: Bangladesh PM Sheikh Hasina arrives in India, will attend Narendra Modi's swearing-in ceremony
 https://t.co/TLYNCUeuMC",
Maybe this is what Sheikh Hasina meant when she some that US will carve out a country close by.,
"Bangladeshi PM Sheikh Hasina reached Delhi, will attend Narendra Modi's swearing-in ceremony tomorrow",
@_FaridKhan Sheikh Hasina would be fuming with jealousy,
Kharge is not Sheikh Hasina's family friend. Gandhis are.,
"https://t.co/vyyqH48xWB

Prime Minister Sheikh Hasina called on the United Arab Emirates (UAE) investors to come up with investments in Bangladesh's special economic zones.",
"Bangladesh PM Sheikh Hasina calls for massive tree plantation

https://t.co/LBHRom3LgS",
"https://t.co/eHeJrQQQCY

Prime Minister Sheikh Hasina will visit New Delhi on June 21-22.",
"https://t.co/tDaDIbCH6v

Prime Minister Sheikh Hasina has warned that quarters with vested interest are conspiring to destabilise the government, drawing ""parallels to the tragic events of August 1975"".",
"@passolini75 Govt rich and various international lobbies wanting to balkanize India. Sheikh hasina recently mentioned about ""certain foreign country"" wanting to establish xitian state in its eastern province which includes NE India",
"https://t.co/tsUzs8ZaS2

Prime Minister Sheikh Hasina called on the United Arab Emirates (UAE) investors to come up with investments in Bangladesh's special economic zones.",
"https://t.co/XWEG4efPCT

Prime Minister Sheikh Hasina has warned that quarters with vested interest are conspiring to destabilise the government, drawing ""parallels to the tragic events of August 1975"".",
"https://t.co/XgJxrvV3nB

Prime Minister Sheikh Hasina will visit New Delhi on June 21-22.",
"https://t.co/Xdel7SDOOS

Prime Minister Sheikh Hasina called on the United Arab Emirates (UAE) investors to come up with investments in Bangladesh's special economic zones.",
"https://t.co/cDOZol3gRU

Prime Minister Sheikh Hasina will visit New Delhi on June 21-22.",
"https://t.co/ga9T7hPDSv

Prime Minister Sheikh Hasina visited Sheikh Fazilatunnesa Mujib Memorial KPJ Specialized Hospital in Tetuibari in Gazipur's Kashimpur and went through a routine health checkup.",
"https://t.co/CC9cvEmQQs

Prime Minister Sheikh Hasina informed the parliament that the government is considering a proposal for a detailed feasibility study for the implementation of the Teesta River Comprehensive Management and Restoration Project.",
"https://t.co/rbsgYoSnzZ

Prime Minister Sheikh Hasina called on the United Arab Emirates (UAE) investors to come up with investments in Bangladesh's special economic zones.",
"Prime Minister Sheikh Hasina
warned quarters with vested interest
are conspiring to destabilise the government,
drawing ""parallels to the tragic
events of August 1975"".
@albd1971 @StayWithHasina https://t.co/zpMLbRK9UH",
"Prime Minister Sheikh Hasina
warned quarters with vested interest
are conspiring to destabilise the government,
drawing ""parallels to the tragic
events of August 1975"".
@albd1971 @StayWithHasina https://t.co/rP3h0PZ8HO",
"Prime Minister Sheikh Hasina
warned quarters with vested interest
are conspiring to destabilise the government,
drawing ""parallels to the tragic
events of August 1975"".
@albd1971 @StayWithHasina https://t.co/AhoQaBqw4u",
"Things giving me chills!

ðŸ‡ºðŸ‡¸ House passes measure to auto-register men age 18-26 for selective service.

ðŸ‡®ðŸ‡³ India renames 30 Tibetan sites in response to Chinese aggression.

ðŸ‡§ðŸ‡© Bangladesh PM Sheikh Hasina to visit India coming week.

ðŸ‡ºðŸ‡¸ US lawmakers to meet Dalai Lama on India",
@TheLegateIN Itni jaldi decide kar liya? Abhi toh next week Visit karna hai Sheikh Hasina ko.,
"Prime Minister Sheikh Hasina
warned quarters with vested interest
are conspiring to destabilise the government,
drawing ""parallels to the tragic
events of August 1975"". https://t.co/AnzbAQ3E1J",
"PM of #Bangladesh  Sheikh Hasina
seeks #UAE investment
in Bangladesh's special
economic zones.
@StayWithHasina https://t.co/1GudrwI6DL",
"An article captioned as Sheikh Hasina fears Balkanization of Bangladesh and Myanmarâ€ can be seen on following link.
https://t.co/YMQN60W4iC",
PM Sheikh Hasina seeks UAE investment in Bangladesh's special economic zones https://t.co/Xrj1O3WJND,
"https://t.co/0DzHc2WJsn

Prime Minister Sheikh Hasina informed the parliament that the government is considering a proposal for a detailed feasibility study for the implementation of the Teesta River Comprehensive Management and Restoration Project.",
"https://t.co/NK1Pp3dEh0

Prime Minister Sheikh Hasina called on the United Arab Emirates (UAE) investors to come up with investments in Bangladesh's special economic zones.",
"@sana29er @pastor_nongmei CIA is involved. The US after failing to get a hold in south asia is trying to create a new christian country for the zo people(kuki-chin etc) to aim at 1)china, 2)... That's why you see zo insurgents in india, Myanmar and Bangladesh at the same time (check-Sheikh Hasina news)",
"15 June 2024: Dhaka 
We the Peoples are Happy With Wonderful Communications Developments of Our Dhaka City &amp; Surroundings to Others Inter Districts. We are Extremely Delighted to Our New Dhaka City. Thanks to Our PM: Sheikh Hasina.",
@abhijitmajumder We definitely should make Mamta Banerjee the pm of india soon so that the whole anti-hindu ecosystem of bjp/ rss is dismantled like Sheikh Hasina dismantled islamists in Bangladesh,
@singhvarun We definitely should make Mamta Banerjee the pm of india soon so that the whole anti-hindu ecosystem of bjp/ rss is dismantled like Sheikh Hasina dismantled islamists in Bangladesh,
Ramification | Why Sheikh Hasinaâ€™s â€˜Christian countryâ€™ statement should ring alarm bells in India https://t.co/6nAY1saeGm,
"Not to be taken lightly..
The Great Push is apparent with blessings from the Indian Think-tanks..But Why..to What end??
USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align https://t.co/Oeir88fRsA via @OpIndia_com",
"After assuming office in January, #Bangladesh Prime Minister Sheikh Hasina goes to #Delhi next week for her first bilateral visit. Then she goes to #Beijing in second week of July for bilateral talks. 
ðŸ‡§ðŸ‡© ðŸ¤ ðŸ‡®ðŸ‡³ 
#Teesta #Border #Geopolitics #Report 
@ProthomAlo https://t.co/B9FvTTnVMR",
USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align https://t.co/tFVicY9W3P via @OpIndia_com,
@sidhant Didn't sheikh hasina just travel to delhi for the swearing in ceremony? Once again?,
"Global Fund and Stop TB Partnership seeks Sheikh Hasinaâ€™s #leadership In a significant step towards global health advocacy, the Global Fund and the Stop TB Partnership https://t.co/Hhv8NjH2TX #SheikhHasina #StopTBPartnership #GlobalFund https://t.co/29iqeF2ohM",
Bangladeshi ðŸ‡§ðŸ‡© PM Sheikh Hasina to visit India again next week for a bilateral visit.,
Sheikh Hasina à¦«à§‡à¦° à¦¦à¦¿à¦²à§à¦²à¦¿ à¦¯à¦¾à¦šà§à¦›à§‡à¦¨ à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶à§‡à¦° à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾ https://t.co/FMKphCBinU via @Desher Samay,
"@jsalamanca911 If I am paid by Bangladesh and Sheikh Hasina why won't I supprt the same people as tukde tukde gang and communists?
Teri gaand mar lunga communist rndi k palli",
Qualcun'altro? Deve arrivare pure Ramaphosa? Yoon Suk-yeol? Sheikh Hasina?,
"Bangladesh PM Sheikh Hasina to visit India June 21-22 for talks with Indian counterpart Modi. The visit comes less than fortnight after attending his inauguration on June 9.
@FinancialXpress",
@BD___KING Because of sheikh hasina,
"3  Myanmar warships has been seen near Saint Martin.  Prime Minister Sheikh Hasina already mentioned about this. 

#saintmartin
#saintmartinincrisis https://t.co/s2YPjSHqw7",
@SupriyaShrinate Where was à¤–à¤°à¤—à¥‡ during meeting with Sheikh Hasina?,
USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align https://t.co/r4AwYsBp6j via @OpIndia_com,
"USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align to make a sinister picture

Zo Christian Land 

Kuki

https://t.co/Zlu2C5fgjU",
@tathagata2 @narendramodi @AmitShah So much for camaraderie with Sheikh Hasina,
"@btarunr Their sanctions are as good as toilet paper, max it will disallow India to not use their currencies, which are fugazi anyway. This is 2024, tech innovations aren't West's fortÃ© now. Sheikh Hasina said what she said at the behest of Ind, it was a warning to the West to back off",
USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align. https://t.co/oXLXqCPwuI via @OpIndia_com,
"Prime minister Sheikh Hasina is now going on a bilateral visit to India. She is scheduled to visit Delhi on 21 June. It would be her visiting Delhi for the second time this month. #PrimeMinister #SheikhHasina #indiatour #NarendraModi #BilateralMeeting
https://t.co/Xglo6b8tU4",
"#Bangladesh Sets a Benchmark: #PMHasina Awarded #GCA Local Adaptation Champions Award

Prime Minister Sheikh Hasina's efforts in climate adaptation and resilience were recognized...

 Read: https://t.co/j2hrFfnafz

 #ClimateChampion #GCAAdaptationAward #Leadership #NAP #BCCSAP",
USA trying to carve a Christian nation in South Asia? A violent Manipur and Sheikh Hasinaâ€™s caution: How the dots align https://t.co/oXLXqCPwuI via @OpIndia_com,
"How A Top Cop In Bangladesh Robbed Hindus Of Their Properties Under Sheikh Hasinaâ€™s Nose
https://t.co/Z0YYpU28yj",
Sheikh Hasina fears Balkanization of Bangladesh and Myanmar https://t.co/CKPL9dWKrC  @ihcdhaka @bdhc_delhi  @USAmbBangladesh @USAmbBangladesh,
A Kuki-Chin Christian country in the middle of India-Bangladesh and Myanmar? A violent Manipur and Sheikh Hasina's warning https://t.co/UM5DniKAjg via OpIndia_com,
"Whole purpose is to carve out a new Xian country in South Asia by the US. Sheikh Hasina objected so US interfered in their recent election plotting for a fail regime change. Modi stood rock solid behind her &amp; the entire 5 Eyes retaliated via Manipur,Khalistan &amp; elect interference",
"@surendranbjp @narendramodi Whole purpose is to carve out a new Xian country in South Asia by the US. Sheikh Hasina objected so US interfered in their recent election plotting for a fail regime change. Modi stood rock solid behind her &amp; the entire 5 Eyes retaliated via Manipur,Khalistan &amp; elect interference",
%!(EXTRA string=Sheikh Hasina officials) https://t.co/D6TYJAcddS,
A Kuki-Chin Christian country in the middle of India-Bangladesh and Myanmar? A violent Manipur and Sheikh Hasina's warning https://t.co/EjiGbDwyJ8,
"@iamthatwhoiam I never justified any carnage of unarmed civilians. I have already vocally supported the CAA to give sanctuary to persecuted non-Muslims (not just Hindus) of Pakistan and Bangladesh. Sheikh Hasina, unlike Khaleda Zia, has acted tough against Muslim extremists, Pakistan is a mess!",
The families of those who sacrificed their lives for Bangladesh in 1971 are homeless today. Their families are crying today. India is silent because they support Sheikh Hasina. All the anti-Hindu activities of this Sheikh Hasina were covered up only because of India. https://t.co/jZ2YWxm3nm,
"Why isn't the Indian government (@PMOIndia, @HMOIndia) raising this issue with Sheikh Hasina? Please reach out to these families (@ihcdhaka) and assist them in finding accommodation #HindusUnderAttack",
"#IndiaðŸ‡®ðŸ‡³#BangladeshðŸ‡§ðŸ‡©

India Bangladesh Pact Boost Ties In Maritime Blue Economy Agriculture Digital And Space Pm Modi Sheikh Hasina

à¤­à¤¾à¤°à¤¤-à¤¬à¤¾à¤‚à¤—à¥à¤²à¤¾à¤¦à¥‡à¤¶ à¤•à¥‡ à¤¬à¥€à¤š 10 à¤…à¤¹à¤® à¤¸à¤®à¤à¥Œà¤¤à¥‡, à¤ªà¤¡à¤¼à¥‹à¤¸à¥€ à¤¦à¥‡à¤¶ à¤•à¥‡ à¤²à¥‹à¤—à¥‹à¤‚ à¤•à¥‹ à¤®à¤¿à¤²à¥‡à¤—à¥€ à¤®à¥‡à¤¡à¤¿à¤•à¤² à¤ˆ-à¤µà¥€à¤œà¤¾ à¤•à¥€ à¤¸à¥à¤µà¤¿à¤§à¤¾

https://t.co/m43A2CmAAK",
"'Bangladesh a key part of India's SAGAR doctrine': MEA after PM Modi, Sheikh Hasina hold bilateral talks https://t.co/aZqJ5DjKPe",
Sheikh Hasinaâ€™s Visit To India: Paving The Way For Bilateral Advancements And Strategic Partnerships â€“ OpEd https://t.co/xXYH18LDdt,
"S Jaishankar On Sheikh Hasina's India Visit
https://t.co/YZ47A0XXtR",
"Prime Minister Sheikh Hasina on Saturday said Dhaka and New Delhi agreed about a shared vision for digital and green partnership to ensure a sustainable future for both the nations.

Read more...
https://t.co/WqUnatzNwt https://t.co/8Rk1EPQaLE",
@muktadirnewage I always wanted this. ðŸ‡§ðŸ‡©,
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡© https://t.co/WIdR93In2G",
"Modi, Sheikh Hasina hold extensive talks; India, Bangladesh ink pact to boost ties in maritime sphere, blue economy https://t.co/tWkN8qFkbN",
Sheikh Hasina has arrived in Delhi for a 2 day visit to India https://t.co/zavg9yvUt1,
"Prime Minister #NarendraModi and #Bangladesh PM Sheikh Hasina issue a joint press statement.

PM Modi states, â€œâ€¦Though in the last year we have met 10 times, todayâ€™s meeting is special as PM Sheikh Hasina is our first State Guest in our third tenure.â€ https://t.co/ySEjlSoqp7",
"Today, Prime Minister Narendra Modi welcomed Prime Minister Sheikh Hasina to Delhi, marking her as the first state guest since the current government returned to power for its third term. This visit is especially significant given the ten meetings between the two leaders over the https://t.co/Oo5RjyMZzD",
"â€œðŸŒðŸ¤ Prime Minister Sheikh Hasinaâ€™s visit to India marks a historic step in Bangladesh-India relations, focusing on a digital and green future. ðŸŒ¿ðŸ’¡ #SustainableFuture #BangladeshIndiaPartnershipâ€

https://t.co/sKAckzSLCo https://t.co/kCZtfNPrab",
"A spineless man like Papon is sitting as BCB president only at the mercy of Sheikh Hasina. If only this idiot took care of everything with a little stricter hand, our cricket would have returned to good days.

#BCB #Cricket
#Bangladesh",
"ðŸ”´ As a citizen of Bangladesh I am 100% against this agreement. 

Hopefully, Prime Minister Sheikh Hasina will give a second thought to how fruitful this deal will be for the country and its people. https://t.co/DVgNVsbxHB",
"@narendramodi The Modi government and the Indians are thinking of occupying Bangladesh, are you paying attention to whether India will be destroyed again in the end? And Sheikh Hasina is the new Mir Zafar of 1757. https://t.co/Hogru2jKBP",
FUCK Sheikh Hasina ðŸ–•,
@_BeingAditya_ FiR loading from Bangladesh - sheikh Hasina.,
"PM Modi holds bilateral talks with Sheikh Hasina

https://t.co/3oVURPnqLR

#India #Bangladesh #NarendraModi #SheikhHasina #IndoBangladeshRelation",
"Bangladesh Prime Minister Sheikh Hasina visited India for a two-day state visit, meeting with Indian Prime Minister Narendra Modi and other officials. 

The visit focused on strengthening bilateral ties and cooperation in various sectors including digital technology, green https://t.co/T9O6WKe60Z",
"PM Modi and Sheikh Hasina Emphasise Connectivity, Commerce, and Collaboration in Bilateral Talks
https://t.co/sSLka97gbc https://t.co/lKcp21TGev",
"@mygovindia Congratulations ðŸŽ‰ðŸŽ‰ Hon'ble PM Narendra Modi of India and Hon'ble PM Sheikh Hasina of Bangladesh 
Friendship",
@ARanganathan72 An ode to Sheikh Hasina who is our state guest,
"Decline in Bangladeshâ€™s foreign reserves, potential Chinese debt and Rohingya crisis: Here is why Sheikh Hasinaâ€™s visit to India is significant https://t.co/mTmqDwGONr via @OpIndia_com",
"PM @narendramodi welcomed Bangladesh PM Sheikh Hasina at Rashtrapati Bhavan, marking her as the first state guest after the formation of the new Indian government.

#indiabangladesh #statevisit #bilateraltalks #pmmodivaranasivisit https://t.co/ZU5Yn9MwTb",
"Prime Minister of Bangladesh Sheikh Hasina called on the President Droupadi Murmu at Rashtrapati Bhavan today (22 June 2024).

https://t.co/U8QrY3w7gE",
"Prime Minister of the Peopleâ€™s Republic of Bangladesh, H.E. Sheikh Hasina called on the President Smt Droupadi Murmu at Rashtrapati Bhavan today (22 June 2024).

https://t.co/U8QrY3w7gE",
"Addressing the press meet with PM Sheikh Hasina of Bangladesh.

https://t.co/eqNC1uPFPh",
@narendramodi S good to tour of Smt Sheikh  Hasina PM of Bangladesh.,
Bangladesh Prime Minister Sheikh Hasina underscored the robust and accelerating ties between Bangladesh and India following her meeting with Prime Minister Narendra Modi in New Delhi. https://t.co/VIy0NlXPY3,
"@narendramodi Dear Prime minister of india, please discuss hindu safety in Islamic Bangladesh with PM Sheikh Hasina.",
"INDIA AND BANGLADESH SIGN AGREEMENTS TO ENHANCE DEFENSE RELATIONS DURING SHEIKH HASINA'S VISIT
#India #Bangladesh #DefenseRelations #Agreements #SheikhHasina #NewDelhi #Diplomacy https://t.co/0YTEoNXoHA",
"Bangladeshi ðŸ‡§ðŸ‡© PM Sheikh Hasina is in India ðŸ‡®ðŸ‡³ again : 
â™¡",
"@DerekJGrossman A good neighbor and the best friend of India ðŸ‡®ðŸ‡³ #Bangladesh ðŸ‡§ðŸ‡©, before visiting to #China ðŸ‡¨ðŸ‡³, has shown good gesture as its  PM Sheikh Hasina has visited #India ðŸ‡®ðŸ‡³ to discuss bilateral , regional and international issues affecting both the countries",
"LIVE: PM Modi meets Bangladesh PM Sheikh Hasina at Hyderabad House in New Delhi:
https://t.co/CnQ1Ueo5xi",
"#DGNews | Bangladesh PM Sheikh Hasina meets Indian Vice President Jagdeep Dhankhar in New Delhi, strengthening bilateral ties.",
"Glad to have welcomed PM Sheikh Hasina to Delhi today. Over the year, we have met about ten times but this visit is special because she is our first state guest after our Government returned to power for the third term. Be it the â€˜Neighbourhood Firstâ€™, â€˜Act Eastâ€™ or SAGAR policy https://t.co/KrKbwlXZYH",
Delighted to welcome PM Sheikh Hasina to India. https://t.co/h63akBOdXS,
"#DGNews | Bangladesh PM Sheikh Hasina meets Indian President Droupadi Murmu at Rashtrapati Bhavan, strengthening bilateral ties.",
"India, Bangladesh sign 10 agreements during PM Sheikh Hasina's visit https://t.co/XVLNdweLZC",
"PM Modi is addressing the joint press meet with PM Sheikh Hasina of Bangladesh
https://t.co/HPuBsNMXvd",
"PM Modi  à¤¸à¥‡ à¤®à¤¿à¤²à¥€à¤‚ à¤¬à¤¾à¤‚à¤—à¥à¤²à¤¾à¤¦à¥‡à¤¶ à¤•à¥€ à¤ªà¥€à¤à¤® Sheikh Hasina, à¤¦à¥‹à¤¨à¥‹à¤‚ à¤¨à¥‡à¤¤à¤¾à¤“à¤‚ à¤•à¥‡ à¤¬à¥€à¤š à¤¹à¥à¤ˆ à¤¦à¥à¤µà¤¿à¤ªà¤•à¥à¤·à¥€à¤¯ à¤µà¤¾à¤°à¥à¤¤à¤¾ @narendramodi @BJP4India @BJPLive https://t.co/lYJ0WlQNNc",
"India Bangladesh News | PM Modi Tweets Post Bilateral Talks With Bangladesh PM Sheikh Hasina - News18
https://t.co/TUdgAA2PGK",
